establishment_name,establishment_type,establishment_address,inspection_date,establishment_status,min_inspections_per_year,severity,action
ALI'S NO FRILLS,Supermarket,"1880 EGLINTON AVE E, Bldg-1",2023-10-02,Pass,2,M - Minor,Notice to Comply
ALI'S NO FRILLS,Supermarket,449 PARLIAMENT ST,2022-06-21,Pass,2,C - Crucial,Notice to Comply
ALI'S NO FRILLS,Supermarket,449 PARLIAMENT ST,2022-06-21,Pass,2,M - Minor,Notice to Comply
ALI'S NO FRILLS,Supermarket,449 PARLIAMENT ST,2022-12-16,Pass,2,M - Minor,Notice to Comply
ALI'S NO FRILLS,Supermarket,449 PARLIAMENT ST,2023-09-13,Pass,2,M - Minor,Notice to Comply
ALI'S TANDOORI CURRY HOUSE,Restaurant,2306 QUEEN ST E,2023-04-24,Pass,3,M - Minor,Notice to Comply
ALI'S TANDOORI CURRY HOUSE,Restaurant,2306 QUEEN ST E,2023-04-24,Pass,3,M - Minor,Notice to Comply
ALI'S TANDOORI CURRY HOUSE,Restaurant,2306 QUEEN ST E,2023-10-18,Pass,3,M - Minor,Notice to Comply
ALI'S TANDOORI CURRY HOUSE,Restaurant,2306 QUEEN ST E,2023-10-18,Pass,3,NA - Not Applicable,Notice to Comply
ALI'S TANDOORI CURRY HOUSE,Restaurant,2306 QUEEN ST E,2023-10-18,Pass,3,M - Minor,Notice to Comply
ALI'S WEST INDIAN ROTI SHOP,Restaurant,1446 QUEEN ST W,2022-12-12,Pass,2,M - Minor,Notice to Comply
ALI'S WEST INDIAN ROTI SHOP,Restaurant,1446 QUEEN ST W,2022-12-12,Pass,2,M - Minor,Notice to Comply
ALI'S WEST INDIAN ROTI SHOP,Restaurant,1446 QUEEN ST W,2023-04-13,Pass,2,M - Minor,Notice to Comply
ALI'S WEST INDIAN ROTI SHOP,Restaurant,1446 QUEEN ST W,2023-04-13,Pass,2,M - Minor,Notice to Comply
ALI'S WEST INDIAN ROTI SHOP,Restaurant,1446 QUEEN ST W,2023-04-13,Pass,2,M - Minor,Notice to Comply
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2022-10-27,Pass,3,S - Significant,Corrected During Inspection
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2022-10-27,Pass,3,M - Minor,Notice to Comply
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2023-03-02,Pass,3,S - Significant,Corrected During Inspection
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2023-03-02,Pass,3,M - Minor,Notice to Comply
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2023-06-15,Pass,3,M - Minor,Notice to Comply
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2023-06-15,Pass,3,S - Significant,Corrected During Inspection
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2023-07-24,Pass,3,S - Significant,Corrected During Inspection
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2023-07-24,Pass,3,M - Minor,Notice to Comply
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2023-09-18,Pass,3,M - Minor,Notice to Comply
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2024-01-19,Pass,3,M - Minor,Notice to Comply
ALI'S WRAPS,Mobile Food Preparation Premises,40 ST GEORGE ST,2024-01-19,Pass,3,S - Significant,Corrected During Inspection
ALI'S WRAPS,Mobile Food Preparation Premises,44 ST GEORGE ST,2023-03-02,Pass,3,M - Minor,Notice to Comply
ALI'S WRAPS,Mobile Food Preparation Premises,44 ST GEORGE ST,2023-03-02,Pass,3,S - Significant,Corrected During Inspection
ALI'S WRAPS,Mobile Food Preparation Premises,44 ST GEORGE ST,2024-01-19,Pass,3,S - Significant,Corrected During Inspection
ALI'S WRAPS,Mobile Food Preparation Premises,44 ST GEORGE ST,2024-01-19,Pass,3,M - Minor,Notice to Comply
ALICE'S PLACE,Restaurant,554 PARLIAMENT ST,2022-10-06,Pass,2,M - Minor,Notice to Comply
ALICE'S PLACE,Restaurant,554 PARLIAMENT ST,2023-10-17,Pass,2,M - Minor,Notice to Comply
ALICE'S PLACE,Restaurant,554 PARLIAMENT ST,2023-10-17,Pass,2,M - Minor,Notice to Comply
ALIMENTARI,Restaurant,325 RONCESVALLES AVE,2023-05-12,Pass,2,S - Significant,Corrected During Inspection
ALIMENTARI,Restaurant,325 RONCESVALLES AVE,2023-05-12,Pass,2,M - Minor,Notice to Comply
ALIMENTARI,Restaurant,325 RONCESVALLES AVE,2023-05-12,Pass,2,M - Minor,Notice to Comply
ALL ABOUT KIDS INC,Child Care - Food Preparation,1055 GERRARD ST E,2023-11-22,Pass,3,M - Minor,Notice to Comply
ALL ABOUT KIDS INC,Child Care - Food Preparation,1055 GERRARD ST E,2023-11-22,Pass,3,M - Minor,Notice to Comply
ALL ABOUT KIDS INC,Child Care - Food Preparation,1055 GERRARD ST E,2023-11-22,Pass,3,M - Minor,Notice to Comply
ALL IN ONE ENTERPRISE,Food Store (Convenience/Variety),536 OAKWOOD AVE,2022-11-09,Pass,2,NA - Not Applicable,Notice to Comply
ALL IN ONE ENTERPRISE,Food Store (Convenience/Variety),536 OAKWOOD AVE,2022-11-09,Pass,2,M - Minor,Notice to Comply
ALL IN ONE ENTERPRISE,Food Store (Convenience/Variety),536 OAKWOOD AVE,2022-11-09,Pass,2,M - Minor,Notice to Comply
ALL IN ONE ENTERPRISE,Food Store (Convenience/Variety),536 OAKWOOD AVE,2023-06-20,Pass,2,NA - Not Applicable,Notice to Comply
ALL IN ONE ENTERPRISE,Food Store (Convenience/Variety),536 OAKWOOD AVE,2023-06-20,Pass,2,C - Crucial,Notice to Comply
ALL IN ONE ENTERPRISE,Food Store (Convenience/Variety),536 OAKWOOD AVE,2023-06-20,Pass,2,M - Minor,Notice to Comply
ALL IN ONE ENTERPRISE,Food Store (Convenience/Variety),536 OAKWOOD AVE,2023-06-20,Pass,2,S - Significant,Notice to Comply
ALL IN ONE ENTERPRISE,Food Store (Convenience/Variety),536 OAKWOOD AVE,2023-06-20,Pass,2,S - Significant,Notice to Comply
ALL IN ONE ENTERPRISE,Food Store (Convenience/Variety),536 OAKWOOD AVE,2023-12-13,Pass,2,M - Minor,Notice to Comply
ALL SAINTS CHURCH,Community Kitchen (Meal Program),315 DUNDAS ST E,2023-06-15,Pass,2,S - Significant,Corrected During Inspection
ALL SEASON FOOD MARKET,Supermarket,1555 EGLINTON AVE W,2022-06-13,Pass,3,M - Minor,Notice to Comply
ALL SEASON FOOD MARKET,Supermarket,1555 EGLINTON AVE W,2023-06-21,Pass,3,M - Minor,Notice to Comply
ALL SEASON FOOD MARKET,Supermarket,1555 EGLINTON AVE W,2023-06-21,Pass,3,M - Minor,Notice to Comply
ALL SEASON FOOD MARKET,Supermarket,1555 EGLINTON AVE W,2023-06-21,Pass,3,M - Minor,Notice to Comply
ALL SEASON FOOD MARKET,Supermarket,1555 EGLINTON AVE W,2023-10-19,Pass,3,M - Minor,Notice to Comply
ALL SEASON FOOD MARKET,Supermarket,1555 EGLINTON AVE W,2023-10-19,Pass,3,S - Significant,Notice to Comply
ALL SEASON FOOD MARKET,Supermarket,1555 EGLINTON AVE W,2023-10-19,Pass,3,S - Significant,Notice to Comply
ALL SEASON FOOD MARKET,Supermarket,1555 EGLINTON AVE W,2023-10-19,Pass,3,M - Minor,Notice to Comply
ALL SEASON FOOD MARKET,Supermarket,1555 EGLINTON AVE W,2023-10-19,Pass,3,C - Crucial,Notice to Comply
ALL SEASON FOOD MARKET,Supermarket,1555 EGLINTON AVE W,2023-10-19,Pass,3,M - Minor,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2022-06-16,Pass,3,C - Crucial,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2022-06-16,Pass,3,S - Significant,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2022-06-16,Pass,3,M - Minor,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2022-06-16,Pass,3,C - Crucial,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2022-06-17,Pass,3,M - Minor,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2023-01-20,Pass,3,M - Minor,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2023-01-20,Pass,3,M - Minor,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2023-10-20,Pass,3,M - Minor,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2023-10-20,Pass,3,S - Significant,Corrected During Inspection
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2023-11-16,Pass,3,M - Minor,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2023-11-16,Pass,3,M - Minor,Notice to Comply
ALL STAR WINGS & RIBS,Food Take Out,667 COLLEGE ST,2023-11-16,Pass,3,M - Minor,Notice to Comply
ALL WAY CONVENIENCE STORE,Food Store (Convenience/Variety),900 QUEEN ST E,2023-10-31,Pass,1,S - Significant,Corrected During Inspection
ALL WAY CONVENIENCE STORE,Food Store (Convenience/Variety),900 QUEEN ST E,2023-10-31,Pass,1,S - Significant,Corrected During Inspection
ALL WAY CONVENIENCE STORE,Food Store (Convenience/Variety),900 QUEEN ST E,2023-10-31,Pass,1,M - Minor,Notice to Comply
ALL WAY CONVENIENCE STORE,Food Store (Convenience/Variety),900 QUEEN ST E,2023-10-31,Pass,1,M - Minor,Notice to Comply
ALL WAY CONVENIENCE STORE,Food Store (Convenience/Variety),900 QUEEN ST E,2023-10-31,Pass,1,S - Significant,Corrected During Inspection
ALLEN'S,Restaurant,143 DANFORTH AVE,2023-05-11,Pass,2,M - Minor,Notice to Comply
ALLEN'S,Restaurant,143 DANFORTH AVE,2023-05-11,Pass,2,NA - Not Applicable,Notice to Comply
ALLEN'S,Restaurant,143 DANFORTH AVE,2023-05-11,Pass,2,M - Minor,Notice to Comply
ALLEN'S,Restaurant,143 DANFORTH AVE,2023-09-11,Pass,2,M - Minor,Notice to Comply
ALLENBY DAYCARE INC.,Child Care - Catered,391 ST CLEMENTS AVE,2022-05-27,Pass,2,M - Minor,Notice to Comply
ALLENBY DAYCARE INC.,Child Care - Catered,391 ST CLEMENTS AVE,2023-06-22,Pass,2,M - Minor,Notice to Comply
ALLEYS PARATHA ROLLS @ CHAI,Restaurant,"41 LEBOVIC AVE, Unit-A 110",2023-04-20,Pass,2,M - Minor,Notice to Comply
ALLEYS PARATHA ROLLS @ CHAI,Restaurant,"41 LEBOVIC AVE, Unit-A 110",2023-04-20,Pass,2,M - Minor,Notice to Comply
ALLEYS PARATHA ROLLS @ CHAI,Restaurant,"41 LEBOVIC AVE, Unit-A 110",2023-04-20,Pass,2,M - Minor,Notice to Comply
ALLWYN'S,Food Take Out,"4750 YONGE ST, Unit-135",2022-12-14,Pass,3,S - Significant,Corrected During Inspection
ALLWYN'S,Food Take Out,"4750 YONGE ST, Unit-135",2023-05-09,Pass,3,M - Minor,Notice to Comply
ALLWYN'S BAKERY,Food Take Out,404 QUEEN ST W,2022-07-14,Pass,2,M - Minor,Notice to Comply
ALLWYN'S BAKERY,Food Take Out,404 QUEEN ST W,2022-07-14,Pass,2,S - Significant,Corrected During Inspection
ALLWYN'S BAKERY,Food Take Out,404 QUEEN ST W,2022-07-14,Pass,2,M - Minor,Notice to Comply
ALLWYN'S BAKERY,Food Take Out,404 QUEEN ST W,2023-01-31,Pass,2,S - Significant,Corrected During Inspection
ALLWYN'S BAKERY,Food Take Out,404 QUEEN ST W,2023-08-24,Pass,2,S - Significant,Corrected During Inspection
ALLWYN'S BAKERY,Food Take Out,404 QUEEN ST W,2024-01-05,Pass,2,NA - Not Applicable,Notice to Comply
ALLWYN'S BAKERY,Bakery,81 UNDERHILL DR,2023-02-06,Pass,2,M - Minor,Notice to Comply
ALLWYN'S BAKERY,Bakery,81 UNDERHILL DR,2023-02-06,Pass,2,NA - Not Applicable,Notice to Comply
ALLWYN'S BAKERY,Bakery,81 UNDERHILL DR,2023-02-06,Pass,2,M - Minor,Notice to Comply
ALLWYN'S BAKERY,Bakery,81 UNDERHILL DR,2023-08-24,Pass,2,S - Significant,Notice to Comply
ALLWYN'S BAKERY,Bakery,81 UNDERHILL DR,2023-08-24,Pass,2,S - Significant,Notice to Comply
ALMA,Restaurant,1194 BLOOR ST W,2022-07-07,Pass,2,S - Significant,Corrected During Inspection
ALMA,Restaurant,1194 BLOOR ST W,2023-05-05,Pass,2,M - Minor,Notice to Comply
ALMA + GIL,Food Take Out,1543 DUPONT ST,2023-09-29,Pass,2,NA - Not Applicable,Notice to Comply
ALMADINA BISTRO,Restaurant,10 EDWARD ST,2022-01-24,Pass,3,M - Minor,Notice to Comply
ALMADINA BISTRO,Restaurant,10 EDWARD ST,2023-04-13,Pass,3,M - Minor,Notice to Comply
ALMADINA BISTRO,Restaurant,10 EDWARD ST,2023-04-13,Pass,3,M - Minor,Notice to Comply
ALMADINA BISTRO,Restaurant,10 EDWARD ST,2023-04-13,Pass,3,S - Significant,Corrected During Inspection
ALMADINA BISTRO,Restaurant,10 EDWARD ST,2023-04-13,Pass,3,M - Minor,Notice to Comply
ALMADINA BISTRO,Restaurant,10 EDWARD ST,2023-08-08,Pass,3,M - Minor,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-03-07,Pass,3,M - Minor,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-08-23,Pass,3,M - Minor,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-08-23,Pass,3,S - Significant,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-08-23,Pass,3,S - Significant,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-08-23,Pass,3,S - Significant,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-08-23,Pass,3,M - Minor,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-08-23,Pass,3,M - Minor,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-08-23,Pass,3,S - Significant,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-08-23,Pass,3,S - Significant,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-08-23,Pass,3,S - Significant,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-08-23,Pass,3,C - Crucial,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-12-06,Pass,3,S - Significant,Corrected During Inspection
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-12-06,Pass,3,S - Significant,Corrected During Inspection
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-12-06,Pass,3,S - Significant,Corrected During Inspection
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-12-06,Pass,3,M - Minor,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-12-06,Pass,3,M - Minor,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-12-06,Pass,3,M - Minor,Notice to Comply
ALMINZ BAKESHOP,Bakery,3799 BATHURST ST,2023-12-06,Pass,3,M - Minor,Notice to Comply
ALMOND BUTTERFLY,Bakery,100 HARBORD ST,2022-05-12,Pass,2,M - Minor,Notice to Comply
ALMOND BUTTERFLY,Bakery,100 HARBORD ST,2022-05-12,Pass,2,M - Minor,Notice to Comply
ALMOND BUTTERFLY,Bakery,100 HARBORD ST,2023-06-13,Pass,2,M - Minor,Notice to Comply
ALMOND BUTTERFLY BAKERY INC.,Food Take Out,792 DUNDAS ST W,2022-06-07,Pass,2,M - Minor,Notice to Comply
ALMOND BUTTERFLY BAKERY INC.,Food Take Out,792 DUNDAS ST W,2023-04-12,Pass,2,M - Minor,Notice to Comply
ALMOND BUTTERFLY BAKERY INC.,Food Take Out,792 DUNDAS ST W,2023-04-12,Pass,2,M - Minor,Notice to Comply
ALMOND BUTTERFLY BAKERY INC.,Food Take Out,792 DUNDAS ST W,2023-04-12,Pass,2,S - Significant,Corrected During Inspection
ALMOND BUTTERFLY BAKERY INC.,Food Take Out,792 DUNDAS ST W,2023-10-06,Pass,2,S - Significant,Corrected During Inspection
ALMOND BUTTERFLY BAKERY INC.,Food Take Out,792 DUNDAS ST W,2023-10-06,Pass,2,M - Minor,Notice to Comply
ALMOND BUTTERFLY BAKERY INC.,Food Take Out,792 DUNDAS ST W,2023-10-06,Pass,2,M - Minor,Notice to Comply
ALMOND BUTTERFLY BAKERY INC.,Food Take Out,792 DUNDAS ST W,2023-10-06,Pass,2,S - Significant,Corrected During Inspection
ALMOND BUTTERFLY BAKERY INC.,Food Take Out,792 DUNDAS ST W,2023-10-06,Pass,2,M - Minor,Notice to Comply
ALOBAR,Restaurant,150 YORK ST,2023-11-15,Pass,2,M - Minor,Notice to Comply
ALOETTE - PLATINUM SOUTH,Food Take Out,40 BAY ST,2023-11-15,Pass,2,S - Significant,Corrected During Inspection
ALOETTE GO,Food Take Out,2362 YONGE ST,2023-11-08,Pass,3,M - Minor,Notice to Comply
ALOETTE GO,Food Take Out,2362 YONGE ST,2023-11-08,Pass,3,C - Crucial,Notice to Comply
ALOTA SEAFOODS,Supermarket,1453 DUNDAS ST W,2023-01-12,Pass,3,M - Minor,Notice to Comply
ALOTA SEAFOODS,Supermarket,1453 DUNDAS ST W,2023-01-12,Pass,3,M - Minor,Notice to Comply
ALOTA SEAFOODS,Supermarket,1453 DUNDAS ST W,2023-07-28,Pass,3,M - Minor,Notice to Comply
ALOTA SEAFOODS,Supermarket,1453 DUNDAS ST W,2023-07-28,Pass,3,M - Minor,Notice to Comply
ALOTA SEAFOODS,Supermarket,1453 DUNDAS ST W,2023-11-07,Pass,3,NA - Not Applicable,Notice to Comply
ALPHA OMEGA HOUSE,Boarding / Lodging Home - Kitchen,127 DUNN AVE,2023-03-14,Pass,3,M - Minor,Notice to Comply
ALPHA OMEGA HOUSE,Boarding / Lodging Home - Kitchen,127 DUNN AVE,2023-05-23,Pass,3,NA - Not Applicable,Notice to Comply
ALPHA OMEGA HOUSE,Boarding / Lodging Home - Kitchen,127 DUNN AVE,2023-05-23,Pass,3,M - Minor,Notice to Comply
ALPHA OMEGA HOUSE,Boarding / Lodging Home - Kitchen,127 DUNN AVE,2023-05-23,Pass,3,M - Minor,Notice to Comply
ALPHA VARIETY,Food Store (Convenience/Variety),603 LOGAN AVE,2023-05-10,Pass,1,M - Minor,Notice to Comply
ALPHA'S SHAWARMA,Restaurant,598 QUEEN ST W,2023-04-14,Pass,2,M - Minor,Notice to Comply
ALPHA'S SHAWARMA,Restaurant,598 QUEEN ST W,2023-06-30,Pass,2,S - Significant,Corrected During Inspection
ALPHA'S SHAWARMA,Restaurant,598 QUEEN ST W,2023-06-30,Pass,2,S - Significant,Corrected During Inspection
ALPHA'S SHAWARMA,Restaurant,598 QUEEN ST W,2023-06-30,Pass,2,S - Significant,Corrected During Inspection
ALPHA'S SHAWARMA,Restaurant,598 QUEEN ST W,2023-06-30,Pass,2,S - Significant,Corrected During Inspection
ALPHA'S SHAWARMA,Restaurant,598 QUEEN ST W,2023-06-30,Pass,2,M - Minor,Notice to Comply
ALPHA'S SHAWARMA,Restaurant,598 QUEEN ST W,2023-06-30,Pass,2,M - Minor,Notice to Comply
ALPHA'S SHAWARMA,Restaurant,598 QUEEN ST W,2023-06-30,Pass,2,M - Minor,Notice to Comply
ALPHA'S SHAWARMA,Restaurant,598 QUEEN ST W,2023-09-12,Pass,2,M - Minor,Notice to Comply
ALPHABET KIDS,Food Caterer,"73 RAILSIDE RD, Unit-1",2023-04-20,Pass,3,M - Minor,Notice to Comply
ALTEA ACTIVE - CATALYST RESTAURANT,Restaurant,25 ORDNANCE ST,2023-08-08,Pass,3,S - Significant,Corrected During Inspection
ALTEA ACTIVE - CATALYST RESTAURANT,Restaurant,25 ORDNANCE ST,2023-04-03,Pass,3,M - Minor,Notice to Comply
ALTEA ACTIVE - CATALYST RESTAURANT,Restaurant,25 ORDNANCE ST,2023-04-03,Pass,3,S - Significant,Corrected During Inspection
ALTERNATIVE THINKING,Food Store (Convenience/Variety),758 BATHURST ST,2023-03-07,Pass,1,M - Minor,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2022-04-25,Pass,3,C - Crucial,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2022-04-25,Pass,3,M - Minor,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2022-04-25,Pass,3,S - Significant,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2022-04-25,Pass,3,C - Crucial,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2022-04-25,Pass,3,S - Significant,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2023-03-20,Pass,3,NA - Not Applicable,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2023-03-20,Pass,3,M - Minor,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2023-03-20,Pass,3,M - Minor,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2023-08-24,Pass,3,M - Minor,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2023-08-24,Pass,3,M - Minor,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2023-08-24,Pass,3,M - Minor,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2023-08-24,Pass,3,M - Minor,Notice to Comply
ALTON RESTAURANT,Restaurant,"250 ALTON TOWERS CRCL, Unit-6a",2023-08-24,Pass,3,M - Minor,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2022-08-30,Pass,3,S - Significant,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2022-08-30,Pass,3,S - Significant,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2022-08-30,Pass,3,S - Significant,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2023-03-22,Pass,3,M - Minor,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2023-07-17,Pass,3,M - Minor,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2023-07-17,Pass,3,M - Minor,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2023-10-16,Pass,3,M - Minor,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2023-10-16,Pass,3,M - Minor,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2023-10-16,Pass,3,S - Significant,Corrected During Inspection
ALTONA KABOB,Food Take Out,6099 YONGE ST,2023-10-16,Pass,3,M - Minor,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2023-10-16,Pass,3,S - Significant,Corrected During Inspection
ALTONA KABOB,Food Take Out,6099 YONGE ST,2023-10-16,Pass,3,M - Minor,Notice to Comply
ALTONA KABOB,Food Take Out,6099 YONGE ST,2023-10-16,Pass,3,NA - Not Applicable,Notice to Comply
ALWAYS FRESH RESTAURANT,Restaurant,620 VAUGHAN RD,2022-05-25,Pass,3,M - Minor,Notice to Comply
ALWAYS FRESH RESTAURANT,Restaurant,620 VAUGHAN RD,2022-05-25,Pass,3,M - Minor,Notice to Comply
ALWAYS FRESH RESTAURANT,Restaurant,620 VAUGHAN RD,2022-11-16,Pass,3,M - Minor,Notice to Comply
ALWAYS FRESH RESTAURANT,Restaurant,620 VAUGHAN RD,2023-08-02,Pass,3,M - Minor,Notice to Comply
ALWAYS FRESH RESTAURANT,Restaurant,620 VAUGHAN RD,2023-08-02,Pass,3,M - Minor,Notice to Comply
ALWAYS FRESH RESTAURANT,Restaurant,620 VAUGHAN RD,2023-08-02,Pass,3,M - Minor,Notice to Comply
ALWAYS FRESH RESTAURANT,Restaurant,620 VAUGHAN RD,2023-08-02,Pass,3,S - Significant,Corrected During Inspection
ALWAYS FRESH RESTAURANT,Restaurant,620 VAUGHAN RD,2023-11-20,Pass,3,M - Minor,Notice to Comply
ALWAYS FRESH RESTAURANT,Restaurant,620 VAUGHAN RD,2023-11-20,Pass,3,M - Minor,Notice to Comply
ALWAYS FRESH RESTAURANT,Restaurant,620 VAUGHAN RD,2023-11-20,Pass,3,M - Minor,Notice to Comply
ALZAHRAA HALAL MEAT,Butcher Shop,2032 LAWRENCE AVE E,2022-08-19,Pass,2,M - Minor,Notice to Comply
ALZAHRAA HALAL MEAT,Butcher Shop,2032 LAWRENCE AVE E,2022-08-19,Pass,2,M - Minor,Notice to Comply
ALZAHRAA HALAL MEAT,Butcher Shop,2032 LAWRENCE AVE E,2022-08-19,Pass,2,S - Significant,Notice to Comply
AM 2 PM,Food Store (Convenience/Variety),47 ABELL ST,2022-09-22,Pass,1,S - Significant,Corrected During Inspection
AM 2 PM,Food Store (Convenience/Variety),47 ABELL ST,2022-09-22,Pass,1,S - Significant,Corrected During Inspection
AM 2 PM,Food Store (Convenience/Variety),47 ABELL ST,2023-07-04,Pass,1,S - Significant,Notice to Comply
AM BAGEL,Bakery,53 RONCESVALLES AVE,2023-01-13,Pass,2,M - Minor,Notice to Comply
AM COFFEE STUDIO,Food Take Out,2233 DUNDAS ST W,2022-05-26,Pass,2,S - Significant,Corrected During Inspection
AM COFFEE STUDIO,Food Take Out,2233 DUNDAS ST W,2022-05-26,Pass,2,S - Significant,Corrected During Inspection
AM COFFEE STUDIO,Food Take Out,2233 DUNDAS ST W,2023-04-20,Pass,2,NA - Not Applicable,Notice to Comply
AM COFFEE STUDIO,Food Take Out,2233 DUNDAS ST W,2023-04-20,Pass,2,S - Significant,Corrected During Inspection
AMADEUS RESTAURANT,Restaurant,184 AUGUSTA AVE,2022-05-18,Pass,3,M - Minor,Notice to Comply
AMADEUS RESTAURANT,Restaurant,184 AUGUSTA AVE,2023-03-15,Pass,3,NA - Not Applicable,Notice to Comply
AMADEUS RESTAURANT,Restaurant,184 AUGUSTA AVE,2023-03-15,Pass,3,M - Minor,Notice to Comply
AMAL,Restaurant,131 BLOOR ST W,2022-11-10,Pass,2,M - Minor,Notice to Comply
AMANECER LATINO RESTAURANTE MEXICANO,Restaurant,852 EGLINTON AVE W,2023-08-22,Pass,3,S - Significant,Corrected During Inspection
AMANECER LATINO RESTAURANTE MEXICANO,Restaurant,852 EGLINTON AVE W,2023-08-22,Pass,3,S - Significant,Corrected During Inspection
AMANECER LATINO RESTAURANTE MEXICANO,Restaurant,852 EGLINTON AVE W,2023-08-22,Pass,3,S - Significant,Corrected During Inspection
AMANECER LATINO RESTAURANTE MEXICANO,Restaurant,852 EGLINTON AVE W,2023-08-22,Pass,3,NA - Not Applicable,Notice to Comply
AMANO ITALIAN KITCHEN,Restaurant,"65 FRONT ST W, Unit-374",2022-04-25,Pass,2,S - Significant,Corrected During Inspection
AMANO ITALIAN KITCHEN,Restaurant,"65 FRONT ST W, Unit-374",2022-04-25,Pass,2,M - Minor,Notice to Comply
