establishment_name,establishment_type,establishment_address,inspection_date,establishment_status,min_inspections_per_year,severity,action
Bangla Bazar Supermarket,Supermarket,2355 KINGSTON RD,2023-11-08,Pass,2,M - Minor,Notice to Comply
Bangla Bazar Supermarket,Supermarket,2355 KINGSTON RD,2023-11-08,Pass,2,M - Minor,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-09,Pass,3,S - Significant,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-09,Pass,3,M - Minor,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-09,Pass,3,C - Crucial,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-09,Pass,3,C - Crucial,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-09,Pass,3,S - Significant,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-09,Pass,3,S - Significant,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-09,Pass,3,S - Significant,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-09,Pass,3,S - Significant,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-09,Pass,3,C - Crucial,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-09,Pass,3,S - Significant,Notice to Comply
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2022-06-14,Pass,3,,
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2023-03-24,Pass,3,,
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2023-06-28,Pass,3,,
Banh Mi Metro,Restaurant,2055 LAWRENCE AVE E,2023-11-22,Pass,3,,
Bar Karma,Restaurant,512 QUEEN ST W,2022-06-28,Pass,1,S - Significant,Corrected During Inspection
Bar Karma,Restaurant,512 QUEEN ST W,2022-06-28,Pass,1,M - Minor,Notice to Comply
Bar Orwell,Restaurant,1595 DUNDAS ST W,2022-12-08,Pass,1,,
Barans Turkish Cuisine and Bar,Restaurant,2043 EGLINTON AVE E,2022-05-13,Pass,2,S - Significant,Corrected During Inspection
Barans Turkish Cuisine and Bar,Restaurant,2043 EGLINTON AVE E,2022-05-13,Pass,2,S - Significant,Corrected During Inspection
Barans Turkish Cuisine and Bar,Restaurant,2043 EGLINTON AVE E,2023-09-14,Pass,2,S - Significant,Corrected During Inspection
Barans Turkish Cuisine and Bar,Restaurant,2043 EGLINTON AVE E,2023-09-14,Pass,2,S - Significant,Corrected During Inspection
Barans Turkish Cuisine and Bar,Restaurant,2043 EGLINTON AVE E,2023-12-13,Pass,2,M - Minor,Notice to Comply
Barans Turkish Cuisine and Bar,Restaurant,2043 EGLINTON AVE E,2023-12-13,Pass,2,S - Significant,Corrected During Inspection
Barans Turkish Cuisine and Bar,Restaurant,2043 EGLINTON AVE E,2023-12-13,Pass,2,S - Significant,Corrected During Inspection
Basir Azizi Bakery,Bakery,553 MARKHAM RD,2022-06-24,Pass,2,S - Significant,Corrected During Inspection
Basir Azizi Bakery,Bakery,553 MARKHAM RD,2022-06-24,Pass,2,M - Minor,Notice to Comply
Basir Azizi Bakery,Bakery,553 MARKHAM RD,2023-12-06,Pass,2,NA - Not Applicable,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2022-07-14,Pass,3,C - Crucial,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2022-07-14,Pass,3,C - Crucial,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2022-07-14,Pass,3,M - Minor,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2022-07-14,Pass,3,S - Significant,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2022-07-14,Pass,3,C - Crucial,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2022-07-14,Pass,3,S - Significant,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2022-07-14,Pass,3,S - Significant,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2022-07-14,Pass,3,S - Significant,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2022-07-14,Pass,3,C - Crucial,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2022-08-03,Pass,3,,
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2023-02-09,Pass,3,M - Minor,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2023-02-09,Pass,3,M - Minor,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2023-05-10,Pass,3,M - Minor,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2023-05-10,Pass,3,M - Minor,Notice to Comply
Bawachi Indian Cuisine,Restaurant,"1949 KENNEDY RD, Unit-1",2023-09-14,Pass,3,,
Becker's,Food Store (Convenience/Variety),637 PHARMACY AVE,2022-12-06,Pass,1,,
Becker's,Food Store (Convenience/Variety),115 ELLESMERE RD,2022-11-17,Pass,1,,
Bejing Tong Ren Tang,Restaurant,4577 STEELES AVE E,2022-12-29,Pass,1,,
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2022-08-04,Pass,3,M - Minor,Notice to Comply
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2022-08-04,Pass,3,M - Minor,Notice to Comply
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2022-08-04,Pass,3,S - Significant,Corrected During Inspection
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2023-03-28,Pass,3,S - Significant,Notice to Comply
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2023-03-28,Pass,3,S - Significant,Notice to Comply
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2023-03-28,Pass,3,C - Crucial,Notice to Comply
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2023-03-28,Pass,3,NA - Not Applicable,Notice to Comply
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2023-03-28,Pass,3,S - Significant,Notice to Comply
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2023-03-28,Pass,3,S - Significant,Notice to Comply
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2023-04-05,Pass,3,,
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2023-08-10,Pass,3,M - Minor,Notice to Comply
Bella's Lechon,Restaurant,"1145 MORNINGSIDE AVE, 17 -18",2023-12-13,Pass,3,,
Belmont Super Variety,Food Store (Convenience/Variety),1575 JANE ST,2022-10-04,Pass,1,,
Bengali Sweets,Restaurant,"3300 MCNICOLL AVE, A17",2022-04-08,Pass,2,S - Significant,Corrected During Inspection
Bengali Sweets,Restaurant,"3300 MCNICOLL AVE, A17",2022-04-08,Pass,2,M - Minor,Notice to Comply
Bengali Sweets,Restaurant,"3300 MCNICOLL AVE, A17",2022-04-08,Pass,2,C - Crucial,Notice to Comply
Bengali Sweets,Restaurant,"3300 MCNICOLL AVE, A17",2022-04-08,Pass,2,S - Significant,Notice to Comply
Bengali Sweets,Restaurant,"3300 MCNICOLL AVE, A17",2022-04-08,Pass,2,C - Crucial,Notice to Comply
Bengali Sweets,Restaurant,"3300 MCNICOLL AVE, A17",2022-04-14,Pass,2,,
Bengali Sweets,Restaurant,"3300 MCNICOLL AVE, A17",2023-03-27,Pass,2,M - Minor,Notice to Comply
Bento,Food Take Out,1755 BRIMLEY RD,2022-10-05,Pass,2,,
Bento,Food Take Out,1755 BRIMLEY RD,2023-05-01,Pass,2,S - Significant,Corrected During Inspection
Bento Nouveau,Food Take Out,3671 DUNDAS ST W,2023-01-18,Pass,2,,
Bento Nouveau,Food Take Out,3671 DUNDAS ST W,2023-11-23,Pass,2,,
Bento Sushi,Food Take Out,22 FORT YORK BLVD,2022-11-14,Pass,2,,
Bento Sushi,Food Take Out,22 FORT YORK BLVD,2023-07-21,Pass,2,,
Bento Sushi,Food Take Out,22 FORT YORK BLVD,2024-01-05,Pass,2,,
Bento Sushi,Food Take Out,3003 DANFORTH AVE,2023-01-18,Pass,2,,
Bento Sushi,Food Take Out,3003 DANFORTH AVE,2023-07-17,Pass,2,,
Best Convenience,Food Take Out,657 MCCOWAN RD,2022-11-15,Pass,1,,
Bethseda Home,Retirement Homes(Licensed),4 PARTRIDGE LANE,2022-08-09,Pass,3,,
Bethseda Home,Retirement Homes(Licensed),4 PARTRIDGE LANE,2023-02-21,Pass,3,,
Bethseda Home,Retirement Homes(Licensed),4 PARTRIDGE LANE,2023-05-18,Pass,3,S - Significant,Corrected During Inspection
Bethseda Home,Retirement Homes(Licensed),4 PARTRIDGE LANE,2023-09-06,Pass,3,S - Significant,Corrected During Inspection
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2022-10-03,Pass,3,S - Significant,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2022-10-07,Pass,3,,
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-02-02,Pass,3,S - Significant,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-02-02,Pass,3,NA - Not Applicable,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-02-02,Pass,3,S - Significant,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-02-02,Pass,3,S - Significant,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-02-02,Pass,3,S - Significant,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-02-06,Pass,3,,
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-06-09,Pass,3,S - Significant,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-06-09,Pass,3,S - Significant,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-06-09,Pass,3,S - Significant,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-06-09,Pass,3,NA - Not Applicable,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-06-12,Pass,3,,
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2023-09-12,Pass,3,,
Bethseda Home,Retirement Homes(Licensed),76 SILVERSTED DR,2024-01-08,Pass,3,M - Minor,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),67 BELGREEN AVE,2022-08-09,Pass,3,,
Bethseda Home,Retirement Homes(Licensed),67 BELGREEN AVE,2023-02-21,Pass,3,NA - Not Applicable,Notice to Comply
Bethseda Home,Retirement Homes(Licensed),67 BELGREEN AVE,2023-05-18,Pass,3,S - Significant,Corrected During Inspection
Bethseda Home,Retirement Homes(Licensed),67 BELGREEN AVE,2023-09-06,Pass,3,S - Significant,Corrected During Inspection
Bethseda Home,Retirement Homes(Licensed),67 BELGREEN AVE,2023-09-06,Pass,3,M - Minor,Notice to Comply
Bibab Express,Food Take Out,"200 CONSILIUM PL, Unit-6",2022-09-26,Pass,2,S - Significant,Corrected During Inspection
Bibab Express,Food Take Out,"200 CONSILIUM PL, Unit-6",2023-04-13,Pass,2,S - Significant,Corrected During Inspection
Bibab Express,Food Take Out,"200 CONSILIUM PL, Unit-6",2023-04-13,Pass,2,S - Significant,Corrected During Inspection
Big Bee Convenience and Food Mart,Restaurant,1463 DAVENPORT RD,2022-08-05,Pass,1,,
Big Boy's Burgers,Restaurant,"2851 KINGSTON RD, Unit-A",2022-10-17,Pass,2,,
Big Boy's Burgers,Restaurant,"2851 KINGSTON RD, Unit-A",2023-10-20,Pass,2,M - Minor,Notice to Comply
Big Boy's Burgers,Restaurant,"2851 KINGSTON RD, Unit-A",2023-10-20,Pass,2,M - Minor,Notice to Comply
Big Boy's Burgers,Restaurant,"2851 KINGSTON RD, Unit-A",2023-10-20,Pass,2,NA - Not Applicable,Notice to Comply
Big Boy's Burrito,Restaurant,1062 KINGSTON RD,2022-06-23,Pass,2,,
Big Boy's Burrito,Restaurant,1062 KINGSTON RD,2023-03-30,Pass,2,,
Big Boy's Burrito,Restaurant,1062 KINGSTON RD,2023-10-30,Pass,2,M - Minor,Notice to Comply
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2022-11-02,Pass,2,M - Minor,Notice to Comply
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2022-11-02,Pass,2,M - Minor,Notice to Comply
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2022-11-02,Pass,2,M - Minor,Notice to Comply
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2022-11-02,Pass,2,M - Minor,Notice to Comply
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2023-12-20,Pass,2,M - Minor,Notice to Comply
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2023-12-20,Pass,2,NA - Not Applicable,Notice to Comply
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2023-12-20,Pass,2,M - Minor,Notice to Comply
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2023-12-20,Pass,2,M - Minor,Notice to Comply
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2023-12-20,Pass,2,S - Significant,Corrected During Inspection
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2023-12-20,Pass,2,M - Minor,Notice to Comply
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2023-12-20,Pass,2,S - Significant,Corrected During Inspection
Big Brothers Gourmet Pizza,Food Take Out,"3110 KINGSTON RD, Unit-6",2023-12-20,Pass,2,M - Minor,Notice to Comply
Big Dreams Montessori,Child Care - Catered,1703 VICTORIA PARK AVE,2022-03-16,Pass,3,,
Big Dreams Montessori,Child Care - Catered,1703 VICTORIA PARK AVE,2023-04-14,Pass,3,,
Big Dreams Montessori,Child Care - Catered,1703 VICTORIA PARK AVE,2023-06-02,Pass,3,,
Big Dreams Montessori,Child Care - Catered,1703 VICTORIA PARK AVE,2023-10-04,Pass,3,M - Minor,Notice to Comply
Big Fat Burrito,Restaurant,"238 AUGUSTA AVE, Ground Fl",2022-05-19,Pass,2,M - Minor,Notice to Comply
Big Fat Burrito,Restaurant,"238 AUGUSTA AVE, Ground Fl",2022-05-19,Pass,2,S - Significant,Corrected During Inspection
Big Fat Burrito,Restaurant,"238 AUGUSTA AVE, Ground Fl",2022-05-19,Pass,2,M - Minor,Notice to Comply
Big Fat Burrito,Restaurant,"238 AUGUSTA AVE, Ground Fl",2022-05-19,Pass,2,M - Minor,Notice to Comply
Big Fat Burrito,Restaurant,"238 AUGUSTA AVE, Ground Fl",2023-03-16,Pass,2,,
Big Fat Burrito,Restaurant,"238 AUGUSTA AVE, Ground Fl",2023-08-30,Pass,2,M - Minor,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2022-11-07,Conditional Pass,3,S - Significant,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2022-11-07,Conditional Pass,3,C - Crucial,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2022-11-14,Conditional Pass,3,,
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-02-28,Conditional Pass,3,C - Crucial,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-02-28,Conditional Pass,3,S - Significant,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-02-28,Conditional Pass,3,M - Minor,Corrected During Inspection
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-02-28,Conditional Pass,3,M - Minor,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-02-28,Conditional Pass,3,S - Significant,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-02-28,Conditional Pass,3,NA - Not Applicable,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-02-28,Conditional Pass,3,S - Significant,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-02-28,Conditional Pass,3,M - Minor,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-03-02,Conditional Pass,3,,
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-05-26,Conditional Pass,3,M - Minor,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-05-26,Conditional Pass,3,C - Crucial,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-05-26,Conditional Pass,3,M - Minor,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-05-26,Conditional Pass,3,C - Crucial,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-05-26,Conditional Pass,3,S - Significant,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-05-26,Conditional Pass,3,C - Crucial,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-05-26,Conditional Pass,3,NA - Not Applicable,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-05-26,Conditional Pass,3,M - Minor,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2023-05-30,Conditional Pass,3,,
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2024-01-19,Conditional Pass,3,S - Significant,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2024-01-19,Conditional Pass,3,S - Significant,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2024-01-19,Conditional Pass,3,M - Minor,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2024-01-19,Conditional Pass,3,M - Minor,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2024-01-19,Conditional Pass,3,NA - Not Applicable,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2024-01-19,Conditional Pass,3,C - Crucial,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2024-01-19,Conditional Pass,3,S - Significant,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2024-01-19,Conditional Pass,3,C - Crucial,Notice to Comply
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2024-01-19,Conditional Pass,3,S - Significant,Corrected During Inspection
Bindaz Biryanis,Restaurant,164 EGLINTON AVE E,2024-01-19,Conditional Pass,3,M - Minor,Notice to Comply
Birch Cliff Convenience,Food Store (Convenience/Variety),1472 KINGSTON RD,2022-12-19,Pass,1,M - Minor,Notice to Comply
Birch Cliff Convenience,Food Store (Convenience/Variety),1472 KINGSTON RD,2022-12-19,Pass,1,M - Minor,Notice to Comply
Birdsilver Gardens Senior Support Centre,Nursing Home / Home for the Aged,16 BIRDSILVER GDNS,2022-09-21,Pass,3,,
Birdsilver Gardens Senior Support Centre,Nursing Home / Home for the Aged,16 BIRDSILVER GDNS,2023-02-02,Pass,3,,
Birdsilver Gardens Senior Support Centre,Nursing Home / Home for the Aged,16 BIRDSILVER GDNS,2023-05-17,Pass,3,,
Birdsilver Gardens Senior Support Centre,Nursing Home / Home for the Aged,16 BIRDSILVER GDNS,2023-09-20,Pass,3,,
Birdsilver Gardens Senior Support Centre,Nursing Home / Home for the Aged,16 BIRDSILVER GDNS,2024-01-15,Pass,3,,
Biryani,Food Take Out,"300 BOROUGH DR, - FC#05",2023-01-19,Pass,2,,
Biryani,Food Take Out,"300 BOROUGH DR, - FC#05",2023-07-19,Pass,2,,
Bit and Bridle Restaurant Horse Palace (RAWF 2022),Restaurant,100 PRINCES BLVD,2022-11-10,Pass,2,,
Bit and Bridle Restaurant Horse Palace (RAWF 2022),Restaurant,100 PRINCES BLVD,2023-11-03,Pass,2,,
Blessed Kitchen,Food Caterer,"328 PASSMORE AVE, Unit-59",2022-11-21,Pass,3,M - Minor,Notice to Comply
Blessed Kitchen,Food Caterer,"328 PASSMORE AVE, Unit-59",2023-04-25,Pass,3,M - Minor,Notice to Comply
Blessed Kitchen,Food Caterer,"328 PASSMORE AVE, Unit-59",2023-04-25,Pass,3,S - Significant,Corrected During Inspection
Blessed Kitchen,Food Caterer,"328 PASSMORE AVE, Unit-59",2023-04-25,Pass,3,M - Minor,Notice to Comply
Blessed Kitchen,Food Caterer,"328 PASSMORE AVE, Unit-59",2023-04-25,Pass,3,M - Minor,Notice to Comply
Blessed Kitchen,Food Caterer,"328 PASSMORE AVE, Unit-59",2023-04-25,Pass,3,M - Minor,Notice to Comply
Blessed Kitchen,Food Caterer,"328 PASSMORE AVE, Unit-59",2023-08-29,Pass,3,M - Minor,Notice to Comply
Blessed Pier Georgio Frassati Before & After School Program,Child Care - Catered,"8 SEASONS DR, Unit-102",2022-03-25,Pass,1,,
Blessed Pier Georgio Frassati Before & After School Program,Child Care - Catered,"8 SEASONS DR, Unit-102",2023-10-30,Pass,1,,
Bloor Mini Mart,Food Store (Convenience/Variety),983 BLOOR ST W,2022-09-13,Pass,1,,
Bloor Mini Mart,Food Store (Convenience/Variety),983 BLOOR ST W,2023-11-29,Pass,1,,
Bloor Smoke Gift and Variety,Food Store (Convenience/Variety),1550 BLOOR ST W,2022-06-01,Pass,1,,
Bloor Smoke Gift and Variety,Food Store (Convenience/Variety),1550 BLOOR ST W,2023-11-06,Pass,1,,
Blue Bell Academy Inc,Child Care - Catered,2189 GERRARD ST E,2022-04-14,Pass,2,,
Blue Bell Academy Inc,Child Care - Catered,2189 GERRARD ST E,2023-03-03,Pass,2,,
Blue Bell Academy Inc,Child Care - Catered,2189 GERRARD ST E,2023-08-14,Pass,2,,
Blue Bell Academy Inc,Child Care - Catered,2189 GERRARD ST E,2024-01-22,Pass,2,,
Bluffers Park Montessori School,Child Care - Catered,2857 KINGSTON RD,2022-11-22,Pass,2,,
Bluffers Park Montessori School,Child Care - Catered,2857 KINGSTON RD,2023-10-19,Pass,2,,
Bluffs Food Bank,Food Bank,33 EAST RD,2022-12-08,Pass,1,,
Bold Brew Coffee House,Food Take Out,219 DUFFERIN ST,2022-10-07,Pass,2,,
Bold Brew Coffee House,Food Take Out,219 DUFFERIN ST,2023-04-25,Pass,2,M - Minor,Corrected During Inspection
Bold Brew Coffee House,Food Take Out,219 DUFFERIN ST,2023-10-31,Pass,2,,
Bollywood Unlimited,Food Take Out,680 REXDALE BLVD,2022-05-17,Pass,2,,
Bollywood Unlimited,Food Take Out,680 REXDALE BLVD,2023-04-11,Pass,2,,
Bollywood Unlimited,Food Take Out,680 REXDALE BLVD,2023-10-23,Pass,2,,
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2022-11-15,Pass,2,C - Crucial,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2022-11-15,Pass,2,M - Minor,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2022-11-15,Pass,2,M - Minor,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2022-11-15,Pass,2,C - Crucial,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2022-11-15,Pass,2,NA - Not Applicable,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2022-11-15,Pass,2,S - Significant,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2022-11-22,Pass,2,M - Minor,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2022-11-22,Pass,2,M - Minor,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2022-11-22,Pass,2,M - Minor,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2023-05-03,Pass,2,C - Crucial,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2023-05-03,Pass,2,S - Significant,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2023-05-03,Pass,2,C - Crucial,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2023-05-03,Pass,2,M - Minor,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2023-05-03,Pass,2,M - Minor,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2023-05-03,Pass,2,S - Significant,Corrected During Inspection
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2023-05-03,Pass,2,S - Significant,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2023-05-24,Pass,2,NA - Not Applicable,Notice to Comply
Bombay Foods,Supermarket,2875 LAWRENCE AVE E,2023-11-23,Pass,2,,
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2022-05-19,Pass,3,C - Crucial,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2022-05-19,Pass,3,M - Minor,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2022-05-19,Pass,3,S - Significant,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2022-05-24,Pass,3,,
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2022-10-19,Pass,3,C - Crucial,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2022-10-19,Pass,3,S - Significant,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2022-11-09,Pass,3,,
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-03-10,Pass,3,M - Minor,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-03-10,Pass,3,C - Crucial,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-03-10,Pass,3,M - Minor,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-03-20,Pass,3,,
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-08-14,Pass,3,S - Significant,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-08-14,Pass,3,S - Significant,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-08-14,Pass,3,M - Minor,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-08-14,Pass,3,C - Crucial,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-08-14,Pass,3,S - Significant,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-08-14,Pass,3,C - Crucial,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-08-14,Pass,3,M - Minor,Notice to Comply
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-08-16,Pass,3,,
Bombay Roti,Food Take Out,2881 ST CLAIR AVE E,2023-10-11,Pass,3,M - Minor,Notice to Comply
